Fecha;PM10;CO;OZONO;NO;NO2;NOX;SO2;Vel Viento;Dir Viento;Temperatura;Precipitacion;PM2.5;HR;BBP;Presion Baro;BC ug/m3
24/03/2024 7:00;64,6;0,7;0,8;34,6;38,3;72,9;1,5;1,8;4;13,6;0;48,2;82;12,7;565;6,6
24/03/2024 8:00;61;0,4;10,3;17,4;35,1;52,4;1,9;1,3;3;14,7;0;51,7;80;10;565;4,5
24/03/2024 9:00;51,6;0,4;20,1;10,7;26,9;37,5;3,9;0,9;59;17;0;46,9;71;3,4;565;4
24/03/2024 10:00;50,4;0,3;32,7;6,5;20,3;26,8;3,2;0,4;24;20,1;0;45;55;4,6;565;3,3
24/03/2024 11:00;50,2;0,2;47,8;3;11,9;14,9;2,3;2,2;1;21,6;0;44,1;42;13,9;565;2
24/03/2024 12:00;39,5;0,1;52,6;1;6,7;7,7;1,5;2;294;22,6;0;27,9;38;17,2;565;1,4
24/03/2024 13:00;29,6;0,2;50,1;1,4;7,4;8,9;1,3;5,5;295;22,1;0;25,7;45;16,2;564;1,7
24/03/2024 14:00;38,8;0,2;46,4;1,5;7,1;8,6;1,2;7;284;22,3;0;21,4;47;24,8;563;1,8
24/03/2024 15:00;46,8;0,2;46,3;1,4;7;8,3;1,2;6,5;283;22,6;0;28,9;46;21,2;563;1,6
24/03/2024 16:00;44,9;0,2;45;1,5;7;8,5;1,4;7,8;250;21,3;0;27;54;13,5;562;1,6
24/03/2024 17:00;39,1;0,2;44,7;1,1;6,7;7,9;1,2;7,7;247;20,9;0;26,8;55;12,8;563;1,5
24/03/2024 18:00;35;0,2;40;0,9;8,5;9,4;1,2;6;244;19,3;0;23,2;63;13,7;563;1,6
24/03/2024 19:00;35,7;0,3;34,1;0,8;11,1;11,9;0,8;2,1;235;17,5;0;26,4;71;14,4;564;2,1
24/03/2024 20:00;36,3;0,4;27,9;0,6;21,3;21,9;1;2,4;161;16,6;0;32,2;61;18,5;564;1,5
24/03/2024 21:00;26,9;0,5;22,6;0,5;24;24,5;0,9;0,7;260;17,2;0;18,4;67;15,2;564;2,7
24/03/2024 22:00;39,6;0,3;28,3;0,4;12,8;13,2;0,8;1,6;244;17;0;25,9;74;14,9;565;2,5
24/03/2024 23:00;39,1;0,3;23,2;0,4;16,6;17,1;0,8;1,9;281;16,8;0;24,4;73;22,1;565;2,2
25/03/2024 0:00;41,2;0,2;23,4;0,3;12;12,2;0,7;1,6;322;16,6;0;31,1;71;23,3;565;1,6
25/03/2024 1:00;27,5;0,2;22,8;0;8,7;8,6;0,7;1,7;315;16;0;15,7;75;21,7;565;1,2
25/03/2024 2:00;28,9;0,2;17,1;0,1;12,5;12,6;0,6;1,6;280;15,5;0;28,9;78;14,7;564;1,8
25/03/2024 3:00;27,4;0,2;18,8;0,4;10,9;11,3;0,6;2,2;350;15,2;0;27,4;78;19;564;1,3
25/03/2024 4:00;22,2;0,2;14,3;0,6;15,7;16,3;0,6;2,1;17;14,9;0;16,9;78;19,8;564;1,7
25/03/2024 5:00;29,8;0,3;7;2,1;25,7;27,8;1,2;1,5;31;14,7;0;16,9;76;14,7;564;2,7
25/03/2024 6:00;41;0,4;2,1;9,5;31,1;40,6;2,4;1,9;17;14,1;0;33,2;78;15,1;564;3,6
25/03/2024 7:00;55,3;0,5;1,9;28,2;35,5;63,7;7,1;1,1;19;14,2;0;37,5;78;14,3;564;5,2
25/03/2024 8:00;57,7;0,5;7;27,1;31,7;58,8;14,2;2,9;22;15,1;0;47,1;73;2,4;565;5,7
25/03/2024 9:00;60,5;0,3;15,4;20;25,9;46;20,3;3;6;16,6;0;48,6;67;4,2;565;4,5
25/03/2024 10:00;56;0,2;31,1;5,1;12,9;18;16,7;1,3;340;18,7;0;41,7;58;4,1;565;2,5
25/03/2024 11:00;45,2;0,2;43,7;1,6;7,1;8,7;7,6;1,4;272;20,9;0;36,7;48;6,9;565;1,9
25/03/2024 12:00;37,7;0,1;50,3;1,2;6,8;8;4;3;270;21,9;0;30,9;44;12,9;564;1,8
25/03/2024 13:00;39,8;0,2;45,6;1,1;6,2;7,3;3,3;4,6;281;21,2;0;29,5;49;16,3;564;1,6
25/03/2024 14:00;33,5;0,2;45,1;1,6;6,3;7,9;2,2;6,1;278;22;0;21,1;47;15,2;563;1,4
25/03/2024 15:00;30,5;0,1;42,6;1,4;6;7,5;2,1;6,5;279;21,3;0;22,9;50;14,7;563;1,3
25/03/2024 16:00;28,7;0,2;40,2;1,4;6,6;8,1;2,2;5,2;274;21;0;22,1;52;12,7;563;1,4
25/03/2024 17:00;31,8;0,1;36,5;1,2;7,1;8,4;2,1;5,2;339;20,3;0;23,4;53;17,9;563;1
25/03/2024 18:00;30,1;0,2;34,6;1;6,6;7,7;2,1;3,8;323;19,5;0;13,4;56;15,3;563;1,2
25/03/2024 19:00;26,9;0,2;30,7;0,8;8,4;9,2;2,1;3,5;311;18,1;0;20,9;61;16,8;564;1,5
25/03/2024 20:00;30,8;0,3;24,3;1;12,8;13,7;1,8;2,2;292;17,2;0;19,3;66;16,4;564;1,9
25/03/2024 21:00;30;0,2;19,9;1,7;15,4;17,2;1,3;3;270;16,1;0;23,8;71;19,6;565;1,9
25/03/2024 22:00;31,2;0,3;14,5;1,5;19,7;21,3;1,1;1,6;272;15,4;0;21,1;74;20,6;565;2,2
25/03/2024 23:00;38,7;0,5;10,7;2,8;24,8;27,7;0,9;1,2;307;15,1;0;23,4;74;17,9;565;3,1
26/03/2024 0:00;45,9;0,4;7,3;2,8;30,4;33,3;1;0,9;297;15,2;0;30,9;74;10,8;565;4,1
26/03/2024 1:00;39,4;0,2;18,7;0,8;15,5;16,3;0,8;1,9;297;14,7;0;29,5;75;15,7;565;2,2
26/03/2024 2:00;31,8;0,2;9,8;1,6;22,5;24,2;0,7;0,4;360;13,6;0;20,1;79;14,8;564;2,6
26/03/2024 3:00;31,5;0,3;0,8;21,2;32,5;53,7;1;0,1;271;12,9;0;22,3;81;19,7;564;3,7
26/03/2024 4:00;37,3;0,4;0,7;29,9;30,1;60;1,1;0,2;266;12,2;0;27,1;82;14,3;564;6,2
26/03/2024 5:00;53,5;0,4;0,7;38,5;31,6;70,1;1,3;0,4;349;12;0;29,5;82;6,2;565;6,7
26/03/2024 6:00;58,6;0,6;0,8;59,2;33,8;93;1,9;0,2;309;12;0;38,2;81;8,7;565;10,1
26/03/2024 7:00;74,1;1,1;1,1;89,6;35,6;125,3;2,7;0,4;233;12,7;0;42,3;79;3,5;565;20,2
26/03/2024 8:00;98,8;1,4;2,1;126;55,7;181,3;3,9;0,8;325;13,4;0;49,2;76;5;566;24
26/03/2024 9:00;138,2;0;0;0;0;0;0;0,5;347;15;0;71,4;72;3,9;566;15,4
26/03/2024 10:00;106,5;0;0;0;0;0;0;1,2;7;17,1;0;61,2;62;8;566;16,9
26/03/2024 11:00;103,6;0,6;29,4;25,8;38;63,7;5,4;2,2;3;19,5;0;63,7;49;11,2;566;9,7
26/03/2024 12:00;70;0,2;44,3;2,9;9,6;12,5;2,7;2,6;347;21,3;0;39;40;13,4;565;2,2
26/03/2024 13:00;32,5;0,2;44;1,7;7,8;9,5;1,6;3,8;280;22;0;19,8;41;14,2;565;1,6
26/03/2024 14:00;35,3;0,2;42;2,3;8,5;10,8;1,6;4,9;292;21,5;0;17,1;45;11,6;564;1,8
26/03/2024 15:00;36,7;0,2;40,3;1,8;7,5;9,3;1,2;5,7;324;21,9;0;18,8;43;14,6;564;1,5
26/03/2024 16:00;35,9;0,2;37,8;3;10,4;13,5;1,4;5,9;288;20,8;0;15,4;48;10,4;563;2,3
26/03/2024 17:00;40,9;0,2;34,1;2,4;10;12,5;1,2;5,7;338;19,9;0;22,8;51;15,4;563;1,7
26/03/2024 18:00;42,6;0,2;31,4;2;11,2;13,2;1,5;4,5;325;18,3;0;18,9;59;19,6;563;1,6
26/03/2024 19:00;31;0,3;29;1,1;10;11,1;1,3;3,8;328;17;0;17,2;65;20,9;564;1,4
26/03/2024 20:00;31,9;0,3;21,4;1,4;17,5;18,9;1,1;1,9;293;16,4;0;20,4;66;16,2;564;2,6
26/03/2024 21:00;36,9;0,3;17,2;2,1;20,8;22,8;1;2,7;310;15,8;0;26,8;67;17,3;564;3
26/03/2024 22:00;39,1;0,2;15,7;1;20,8;21,8;1;1,5;302;15,4;0;23,8;69;15,6;565;2,1
26/03/2024 23:00;31;0,2;17,5;0,5;16,3;16,7;0,9;2,7;236;15;0;20,9;71;11,5;565;2,3
27/03/2024 0:00;34,4;0,1;22,6;0,3;11,5;11,9;0,9;1,6;321;14,8;0;18,9;69;12,5;565;1,8
27/03/2024 1:00;26,6;0,1;20,8;0,6;12,6;13,2;0,7;1,8;260;14,2;0;17,3;71;15;565;1,7
27/03/2024 2:00;24,1;0,2;20,4;0,3;14,3;14,6;0,6;1,9;278;13,9;0;22,1;69;15,3;564;1,9
27/03/2024 3:00;22,7;0,2;7,4;1,6;24,2;25,8;0,7;0,5;306;12,9;0;22,7;71;18,9;564;2,2
27/03/2024 4:00;26,2;0,2;6,9;2,6;25,5;28,2;0,8;1,2;301;12,9;0;18;67;16,4;564;3,6
27/03/2024 5:00;34,4;0,3;1;16,7;32,5;49,3;1,3;1,1;359;12,2;0;18,2;66;6,5;564;6
27/03/2024 6:00;47,6;0,6;1,3;52,2;38,8;91;3,8;1,1;13;12,3;0;22,7;65;7,1;565;8,2
27/03/2024 7:00;59,2;0,9;2,2;76,8;42,9;119,6;12,7;1,1;34;12,3;0;35,5;63;7,1;565;11,2
27/03/2024 8:00;75,7;1;4,7;54;38,7;92,7;14,2;1,3;52;14,4;0;43,7;58;3,9;565;9,1
27/03/2024 9:00;57,7;0,6;18,7;30,7;30,5;61,2;6,6;1,9;70;18;0;37,3;44;7,4;566;7,3
27/03/2024 10:00;45,3;0,4;26,8;16,5;28,2;44,8;4,9;1,4;33;19,1;0;24,9;38;6,2;566;4,2
27/03/2024 11:00;35,6;0,2;40,5;5,7;15,7;21,4;4,4;1,6;316;20,6;0;22,6;33;8,1;566;2,7
27/03/2024 12:00;30,9;0,2;51,3;3;11,6;14,6;4,3;3,6;272;21;0;15,5;38;8,8;565;2,6
27/03/2024 13:00;43,7;0,3;55,5;3;17,1;20,1;5,4;4,8;258;20;0;25,6;48;5,5;565;4,5
27/03/2024 14:00;57,2;0,2;44;2,3;8,3;10,5;2,9;5,6;274;20,4;0;35,9;49;17,9;565;2,1
27/03/2024 15:00;38,5;0,2;43,7;2,2;8,7;10,9;2,1;5,1;272;20,6;0;15,5;49;20,9;564;2
27/03/2024 16:00;36,5;0,2;40,9;2,3;10,9;13,3;2,2;4,8;287;20,4;0;23,9;51;12,5;564;2,4
27/03/2024 17:00;40,2;0,2;39,2;2,3;10,9;13,2;2,8;5,8;263;19,4;0;23,3;58;10,2;564;2,5
27/03/2024 18:00;45,8;0,3;32,4;1,9;14;15,9;2,5;4,1;269;17,9;0;28,9;62;10,6;564;2,6
27/03/2024 19:00;45,7;0,4;25,8;1,1;17,8;19;1,4;2,4;257;16,6;0;27,2;71;12,3;565;3,2
27/03/2024 20:00;50;0,5;19,8;1,6;23,7;25,3;1,1;1,9;257;16;0;31,4;74;14,5;565;3,9
27/03/2024 21:00;54;0,4;20,9;1,5;19,2;20,8;0,9;2,4;262;15,7;0;38,6;74;14,3;566;3,7
27/03/2024 22:00;49,7;0,4;15,5;1,6;22,4;24;0,6;1,4;262;15,3;0;32,2;75;2,5;566;4,7
27/03/2024 23:00;53;0,4;13,5;1,4;22,6;24;0,7;0,9;268;14,8;0;36,2;76;4,2;566;4,3
28/03/2024 0:00;53,9;0,4;10,4;0,8;24,1;24,9;0,6;1,3;277;14,3;0;39,1;78;0,5;566;5,3
28/03/2024 1:00;59,2;0,5;4,3;4,1;28,2;32,2;0,7;1,9;268;13,7;0;41,5;79;6,8;565;5,5
28/03/2024 2:00;61,5;0,3;10,4;0,9;20,5;21,3;0,7;0,8;302;13,9;0;50,3;80;2,1;565;4,3
28/03/2024 3:00;43,3;0,2;9,2;1,4;23,2;24,6;0,7;1,4;4;13,9;0;37,5;80;10;565;3
28/03/2024 4:00;35,7;0,3;7,8;1,3;23,7;25,1;0,7;0,7;283;13,4;0;29,2;80;14,3;565;3,1
28/03/2024 5:00;41,3;0,4;2,7;8,1;28,4;36,5;0,7;0,5;325;12,9;0;33,4;82;10,9;565;6,3
28/03/2024 6:00;50,4;0,6;0,5;43,5;31,7;75,2;1,5;0,1;4;12,3;0;39,8;82;12;565;6,4
28/03/2024 7:00;48,4;0,5;1,5;31,6;31,7;63,3;1,4;0,7;353;12,4;0;36,4;81;10,4;566;7
28/03/2024 8:00;71;0,5;5,6;36,7;36,6;73,3;10,1;1,3;42;14,3;0;44,1;73;7,2;566;6,6
28/03/2024 9:00;58,4;0,5;12,8;29,3;32,1;61,4;15,7;1,1;321;16,7;0;45,1;64;4,2;566;6,7
28/03/2024 10:00;62,9;0,3;31,5;9,4;19,6;29;11,2;1,1;222;19,2;0;46,6;53;5,3;566;3,8
28/03/2024 11:00;49,5;0,2;45,8;1,8;7,9;9,8;5,5;1,5;321;20,6;0;39,4;45;13,2;566;1,7
28/03/2024 12:00;34,6;0,2;50,8;1,2;6,9;8;3,6;3,2;288;21,3;0;28;44;15,4;566;1,5
28/03/2024 13:00;41,7;0,2;48;1,3;6,4;7,7;2,8;4,8;273;21,2;0;28,3;48;15,1;565;1,6
28/03/2024 14:00;40,7;0,2;43,8;1,6;5,7;7,3;1,8;7,2;258;21;0;32,6;49;22,1;564;1,2
28/03/2024 15:00;43,8;0,2;45,4;1;5,5;6,5;1,8;6,7;266;20,9;0;26,3;51;23,7;564;1,3
28/03/2024 16:00;41,8;0,2;43,3;1,4;5,8;7,2;1,3;5,7;281;20,9;0;31,8;50;20,5;564;1,3
28/03/2024 17:00;36,5;0,2;42;0,9;6,4;7,3;2;5,3;273;20;0;28,9;56;20,3;564;1,4
28/03/2024 18:00;39,7;0,2;37,1;0,8;7,3;8,1;2;4,7;247;18,5;0;28,2;64;20,2;564;1,5
28/03/2024 19:00;42,3;0,3;31,4;0,8;9,9;10,7;1,4;2,5;293;17,7;0;31,1;67;20,7;564;2,1
28/03/2024 20:00;39,9;0,2;29,5;0,8;9,9;10,7;1,2;3,5;304;17,1;0;31,9;68;25,1;565;1,7
28/03/2024 21:00;43,3;0,2;28;0,5;9,6;10,1;1,1;1,9;337;17;0;29,6;65;30,3;565;1,6
28/03/2024 22:00;39,7;0,3;18,8;0,7;18,5;19,2;1;1,9;291;16,7;0;23,5;66;29;566;2,2
28/03/2024 23:00;37,5;0,2;23,5;0,2;9;9,1;0,7;2,4;327;15,8;0;31,7;74;33,3;566;1,6
29/03/2024 0:00;33,6;0,2;24,7;0,4;8,5;8,9;0,7;2,2;307;15,4;0;26,9;74;35,4;566;1,4
29/03/2024 1:00;27,7;0,2;24;0,2;7,4;7,5;0,7;2,4;351;15,2;0;25;75;29,1;565;1,2
29/03/2024 2:00;29,8;0,2;18,7;0,6;10,8;11,5;0,6;2,5;356;14,8;0;24,9;76;24,5;565;1,4
29/03/2024 3:00;26,1;0,2;5,6;3,9;23,5;27,3;0,8;2;356;14,5;0;24,5;77;18,5;565;1,9
29/03/2024 4:00;38,3;0,2;4,9;2,7;25;27,8;1,9;1,8;28;14,5;0;34,1;74;10,6;565;3,1
29/03/2024 5:00;48,3;0,2;7;1,5;24,4;26;4,9;1,5;25;14,3;0;34,9;73;6,8;565;3,2
29/03/2024 6:00;46,4;0,3;2,1;8,9;31,1;40,1;4,2;1,2;15;13,9;0;33,5;74;13,5;565;3,8
29/03/2024 7:00;53,7;0,4;3,8;21;35,8;56,9;8,2;2;26;14,4;0;42,1;72;7,3;565;4,9
29/03/2024 8:00;54,7;0,2;15;9,8;19,3;29,1;18,4;2,4;45;15,9;0;42,7;67;2,1;566;3
29/03/2024 9:00;41,6;0,2;27,5;4,7;10,1;14,9;9,5;3,4;69;18;0;37,4;57;6,6;566;1,9
29/03/2024 10:00;29,5;0,1;36,9;2,1;7;9;4,3;1,9;68;20,3;0;26,8;48;12,6;566;1,3
29/03/2024 11:00;27,2;0,2;40,6;1,4;6,8;8,3;2,5;2;98;21,5;0;23,8;42;16,2;566;1,2
29/03/2024 12:00;27,5;0,2;41,2;1;5,5;6,5;1,7;1,3;120;22,3;0;20,1;38;21,2;565;1,1
29/03/2024 13:00;28,7;0,2;50,6;1,1;7,7;8,8;3,8;6,2;244;20,2;0;21,8;56;10,2;565;1,9
29/03/2024 14:00;47;0,2;49,9;0,8;5,8;6,6;3,9;6,3;257;19;0;36,1;62;10,2;564;1,7
29/03/2024 15:00;49,7;0,2;46,2;0,6;5,3;6;2,9;5,6;252;18,8;6;37,8;64;15,1;564;1,5
29/03/2024 16:00;38,8;0,2;41,4;0,9;5,6;6,5;2,7;5,2;252;18,3;0;34,9;68;18;563;1,7
29/03/2024 17:00;38,7;0,2;34,3;0,7;7;7,7;1,4;4,2;258;17,4;14;33,1;73;13,3;563;1,8
29/03/2024 18:00;42,2;0,2;29,7;0,9;7,5;8,3;1;3,8;245;16,2;2;34,8;78;13,5;564;1,8
29/03/2024 19:00;41,1;0,2;29,8;0,7;8,7;9,3;0,8;3;264;15,5;0;31,4;79;14,9;564;1,7
29/03/2024 20:00;37,9;0,2;28,3;0,7;8,9;9,6;0,7;2,3;267;15,2;0;37,9;80;18,5;565;1,7
29/03/2024 21:00;45,8;0,3;24,1;0,5;12,5;13;0,6;0,6;268;15;0;36,1;81;10,4;565;2,6
29/03/2024 22:00;44,8;0,3;25,3;0,5;11,6;12,1;0,6;0,9;240;15;0;36,9;81;9;566;2,8
29/03/2024 23:00;43,5;0,3;22,7;0,3;10,3;10,6;0,5;1,2;259;14,8;0;35,1;82;23,9;566;1,8
30/03/2024 0:00;42,2;0,3;14,5;0,7;16,4;17,1;0,5;0,5;307;14,3;0;35,9;84;19,5;566;2,4
30/03/2024 1:00;47;0,2;13,6;1,2;17,7;18,9;0,5;1,1;338;14;0;34,9;84;16,6;565;2,1
30/03/2024 2:00;41,7;0,2;13,1;1;19,8;20,8;0,6;0,6;255;13,9;0;33,1;85;13,8;565;2,3
30/03/2024 3:00;40,2;0,2;11,5;0,8;15,8;16,6;0,5;0,5;281;13,4;0;34,9;86;12,8;564;2,3
30/03/2024 4:00;40,1;0,3;5,5;1,4;24,2;25,6;0,5;0,1;28;13,3;0;33,1;86;17,1;564;2,7
30/03/2024 5:00;38,3;0,4;1,8;6,8;31,3;38,1;0,5;0,9;1;13,4;0;35,3;85;21,2;564;3,1
30/03/2024 6:00;48,3;0,4;3,4;10,3;32,5;42,8;0,6;1,2;358;13,3;0;39,9;84;18,9;565;3,6
30/03/2024 7:00;48,5;0,6;1,9;29,5;30,9;60,5;1,1;1,1;265;13,1;0;38,6;84;11,2;565;7,4
30/03/2024 8:00;64,1;0,5;4,7;15,2;26,6;41,8;0,9;1,5;253;13,2;0;49,4;85;6,5;565;6,2
30/03/2024 9:00;60,7;0,5;7,1;9,4;30;39,4;1;0,1;12;14,2;0;56,3;83;6;566;6
30/03/2024 10:00;63,3;0,6;11,5;14,1;38,1;52,3;2,1;0;282;16;0;60,2;71;5,7;566;6
30/03/2024 11:00;60;0,7;15,8;12,9;39;52;2,1;0,6;19;17;0;45,4;63;9,1;566;8,4
30/03/2024 12:00;56;0,5;35,4;5,4;19;24,4;1,5;3,7;171;18,2;0;51,5;50;16,1;566;2,9
30/03/2024 13:00;34,9;0,4;41;2,2;11,5;13,7;1,2;3,6;159;17,8;0;23,8;52;14,8;565;1,8
30/03/2024 14:00;25,3;0,3;42,1;2,1;10,7;12,8;1,1;2,8;117;18,6;0;20,2;48;14,6;565;1,7
30/03/2024 15:00;26,5;0,3;44,1;2,3;10,7;13,1;1;4,2;56;18,7;0;23;51;12,5;564;1,6
30/03/2024 16:00;22,3;0,3;38,2;2,8;13,3;16,1;1;4,4;28;18,1;0;22,3;54;14,4;564;1,2
30/03/2024 17:00;13,6;0,4;33,8;3,4;19,1;22,5;1,7;4,4;29;17,9;0;9,5;54;13,8;564;1,7
30/03/2024 18:00;25,1;0,5;29,6;2,3;24;26,4;2,4;3,3;44;17,4;0;17,9;55;16,6;564;1,7
30/03/2024 19:00;22,2;0,6;19,3;1,9;35;36,9;3;2,2;52;17,2;0;16,6;55;16,3;564;2,5
30/03/2024 20:00;31;0,8;15,2;2,6;35,9;38,5;2,1;1,2;203;16,9;0;28,9;55;15,4;564;3,8
30/03/2024 21:00;44,4;0,8;8,6;3,3;41;44,4;1,4;0,5;16;16,4;0;44,4;59;11,3;565;3,8
30/03/2024 22:00;40,9;0,7;3,5;9,5;49,3;58,8;2;1,5;33;15,7;0;33,1;60;12,9;565;4,3
30/03/2024 23:00;46,2;0,7;1,7;18,5;50,8;69,3;6,9;0,4;342;15;0;34,5;60;13,1;565;4,6
31/03/2024 0:00;53,2;0,5;7,5;8,5;37,9;46,4;3,9;1,1;268;13,8;0;42,6;65;14,1;565;4,5
31/03/2024 1:00;56,4;0,5;6,3;7,8;39,4;47,3;2,6;0,4;23;13,3;0;36,3;69;12,4;565;3,9
31/03/2024 2:00;45,6;0,5;3,1;10,4;40,9;51,5;2,8;1,1;55;12,9;0;40,8;71;11;564;4,1
31/03/2024 3:00;52,3;0,5;4,2;3,1;34,1;37,3;3,7;1,4;42;12,2;0;38,1;74;11,2;564;3,9
31/03/2024 4:00;49;0,5;2,5;7,5;35,7;43,2;3,6;1,1;28;11,7;0;40,3;76;16,3;564;3,6
31/03/2024 5:00;49,9;0,5;1,1;19,3;39,6;59;4,5;1,9;29;11,4;0;44,9;75;12,6;564;4,6
31/03/2024 6:00;53,7;0,5;1,8;13,3;36,2;49,6;4,7;2;46;11,1;0;44,1;78;9,9;565;4,3
31/03/2024 7:00;51,1;0,6;5;20,8;37,7;58,5;9,5;0,9;40;11,9;0;44,8;77;12;565;4,8
31/03/2024 8:00;45,8;0,4;21,8;8,8;21,4;30,3;11,6;1,6;43;15;0;41,8;64;14,3;566;3
31/03/2024 9:00;39,3;0,3;32,5;5,8;16,5;22,4;6,1;0,2;168;18,6;0;38,6;50;14,4;566;2,3
31/03/2024 10:00;36,5;0,3;44,5;2,9;11,8;14,7;4,6;0,4;250;20,2;0;31;45;9,5;566;2,2
31/03/2024 11:00;37,8;0,3;49,1;2,6;14,1;16,7;2,9;1,7;63;20,7;0;31,1;40;10;566;2,1
31/03/2024 12:00;32,7;0,3;46,3;2,1;11,1;13,3;2;2,6;83;20,8;0;32,7;40;13,5;565;1,7
31/03/2024 13:00;30,8;0,4;44,3;2,5;14,6;17,2;5,1;4,5;232;18,9;0;28,7;56;9,7;565;2,5
31/03/2024 14:00;47,4;0,4;38;2,5;11,9;14,5;3,2;3;152;19,7;0;41,3;48;21;564;1,8
31/03/2024 15:00;38,1;0,3;43,4;1,7;8,6;10,3;2,3;1,2;28;19,3;0;28,9;51;24,2;564;1,5
31/03/2024 16:00;32,1;0,4;49,8;1,4;11,4;12,8;3,8;3,4;317;17,7;0;27,6;64;15,4;564;2,5
31/03/2024 17:00;46,3;0,4;41,7;2;13,6;15,6;3;3,2;323;17,8;0;37,8;64;12,7;564;2,3
31/03/2024 18:00;42,5;0,4;38,2;1,3;14,9;16,2;2,1;3,4;280;16,6;0;34,1;70;9,3;564;2,7
31/03/2024 19:00;39,7;0,4;35,7;0,7;12,7;13,4;1,6;2,4;276;15,4;0;35,8;74;6,5;564;2,3
31/03/2024 20:00;37,5;0,4;38,2;0,6;16,4;17;1,3;2,3;281;15,2;0;32,7;72;9,6;565;2,3
31/03/2024 21:00;34,1;0,4;38,1;0,7;15,8;16,5;1,3;2,1;256;15,2;0;27;71;8,7;566;2
31/03/2024 22:00;30,3;0,3;37,6;0,5;10,3;10,7;1;2,6;269;15,1;0;26,6;74;13,8;566;1,7
31/03/2024 23:00;31,7;0,3;36,1;0,4;12,7;13,1;1;1,4;279;14,9;0;20,4;73;14,9;566;1,6
1/04/2024 0:00;30,9;0,3;27,6;0,5;12;12,4;0,8;1,6;340;14,8;0;26,6;76;18,5;566;1,7
